task_id,task_title,task_type,project,sprint_id,sprint_name,squad,team,assignee,reporter,priority,status,story_points,estimated_hours,labels,environment,created_at,started_at,completed_at,sprint_start_date,sprint_end_date,updated_at
TASK-00518,Refactor Notification Service,Story,Backoffice,SPR-2025-08,Sprint 8,Marketplace,Product,Jordan Miller,Morgan Davis,Critical,In Progress,8,8,security,QA,2025-04-12,2025-04-14,,2025-04-09,2025-04-22,2025-04-17 00:00:00
TASK-00519,REFACTOR NOTIFICATION SERVICE,Task,Identity Service,SPR-2025-01,Sprint 1,CX,Analytics,Chris Lee,Jamie White,Critical,Done,3,40,"ux, genai, mobile",UAT,2025-01-03,2025-01-03,2025-01-10,2025-01-01,2025-01-14,2025-01-13 00:00:00
TASK-00520,Create Monitoring Alerts,Task,Data Platform,SPR-2025-16,Sprint 16,Core,Operations,Jane Doe,Drew Walker,High,Done,1,4h,"backend, performance",QA,2025-08-07,2025-08-10,2025-08-16,2025-07-30,2025-08-12,2025-08-19 00:00:00
TASK-00521,Implement MFA Authentication,Story,Mobile App,SPR-2025-17,Sprint 17,Marketplace,Engineering,Taylor Brown,Jamie White,High,Done,2,16,"security, etl, Mobile",PROD,2025-08-16,2025-08-17,2025-08-18,2025-08-13,2025-08-26,2025-08-22 00:00:00
TASK-00522,Add Audit Logging,Bug,Marketplace,SPR-2025-09,Sprint 9,Data,Engineering,Casey Johnson,Jamie White,Critical,Testing,13,2h,"etl, data, mobile",QA,2025-04-23,2025-04-26,,2025-04-23,2025-05-06,2025-05-05 00:00:00
TASK-00523,Fix API Response Validation,Bug,Backoffice,SPR-2025-06,Sprint 6,Platform,Architecture,Jane Doe,Drew Walker,High,Done,5,24,"Api, mobile, genai",PROD,2025-03-22,2025-03-25,2025-03-31,2025-03-12,2025-03-25,2025-03-29 00:00:00
TASK-00524,data sync failure,Spike,Data Platform,SPR-2025-22,Sprint 22,Data,Architecture,Jane Doe,Morgan Davis,High,Done,1,8,"ux, api",UAT,2025-10-29,2025-10-31,2025-11-10,2025-10-22,2025-11-04,2025-11-05 00:00:00
TASK-00525,Optimize Database Query,Spike,Backoffice,SPR-2025-22,Sprint 22,CX,Architecture,Jordan Miller,Drew Walker,High,Done,3,2h,"genai, mobile, performance",PROD,2025-10-29,2025-11-01,2025-11-06,2025-10-22,2025-11-04,2025-10-30 00:00:00
TASK-00526,Broken Navigation Menu,Spike,Identity Service,SPR-2025-20,Sprint 20,Growth,Engineering,Alex Smith,Morgan Davis,Critical,Done,13,8,"GENAI, etl",UAT,2025-09-25,2025-09-25,2025-09-29,2025-09-24,2025-10-07,2025-09-28 00:00:00
TASK-00527,Broken Navigation Menu,Technical Debt,Identity Service,SPR-2025-10,Sprint 10,Platform,Operations,Chris Lee,Jamie White,High,Done,2,40h,"data, api",PROD,2025-05-13,2025-05-13,2025-05-18,2025-05-07,2025-05-20,2025-05-15 00:00:00
TASK-00528,Fix API Response Validation,Story,Data Platform,SPR-2025-11,Sprint 11,Growth,Product,Taylor Brown,Drew Walker,High,Testing,13,12,"genai, security, etl",UAT,2025-05-26,2025-05-27,,2025-05-21,2025-06-03,2025-06-04 00:00:00
TASK-00529,fix api response validation,Task,Backoffice,SPR-2025-18,Sprint 18,CX,Product,Chris Lee,Jamie White,Critical,Done,2,16,Ux,PROD,2025-09-04,2025-09-05,2025-09-09,2025-08-27,2025-09-09,2025-09-05 00:00:00
TASK-00530,Fix ETL Pipeline Failure,Bug,Backoffice,SPR-2025-08,Sprint 8,Core,Operations,Jordan Miller,Drew Walker,Medium,Done,2,40,data,QA,2025-04-17,2025-04-18,2025-04-26,2025-04-09,2025-04-22,2025-04-30 00:00:00
TASK-00531,Optimize Database Query,Bug,Identity Service,SPR-2025-06,Sprint 6,Data,Analytics,Taylor Brown,Drew Walker,High,Done,3,8,security,QA,2025-03-20,2025-03-23,2025-03-30,2025-03-12,2025-03-25,2025-03-23 00:00:00
TASK-00532,Fix ETL Pipeline Failure,Bug,Backoffice,SPR-2025-17,Sprint 17,Core,Architecture,John Doe,Robin Clark,Medium,In Progress,8,12,"PERFORMANCE, ux",PROD,2025-08-20,2025-08-22,,2025-08-13,2025-08-26,2025-08-24 00:00:00
TASK-00533,Review Access Permissions,Task,Data Platform,SPR-2025-03,Sprint 3,Data,Architecture,Jordan Miller,Jamie White,Low,To Do,5,40,"mobile, genai",UAT,2025-02-08,2025-02-10,,2025-01-29,2025-02-11,2025-02-08 00:00:00
TASK-00534,UPDATE API DOCUMENTATION,Spike,Identity Service,SPR-2025-20,Sprint 20,Growth,Analytics,Jane Doe,Morgan Davis,Critical,Done,13,16,API,PROD,2025-09-24,2025-09-26,2025-09-28,2025-09-24,2025-10-07,2025-10-06 00:00:00
TASK-00535,Improve Search Performance,Bug,Data Platform,SPR-2025-14,Sprint 14,Core,Product,Sam Wilson,Morgan Davis,Medium,In Progress,3,4,mobile,DEV,2025-07-08,2025-07-11,,2025-07-02,2025-07-15,2025-07-09 00:00:00
TASK-00536,CREATE MONITORING ALERTS,Technical Debt,Marketplace,SPR-2025-22,Sprint 22,Data,Architecture,Taylor Brown,Robin Clark,High,In Progress,1,16,Api,DEV,2025-10-27,2025-10-27,,2025-10-22,2025-11-04,2025-10-31 00:00:00
TASK-00537,create monitoring alerts,Technical Debt,Customer Portal,SPR-2025-20,Sprint 20,Growth,Operations,Taylor Brown,Drew Walker,CRITICAL,Done,1,40,"data, Backend",QA,2025-09-29,2025-09-30,2025-10-03,2025-09-24,2025-10-07,2025-10-09 00:00:00
TASK-00538,IMPROVE ERROR HANDLING,Spike,Identity Service,SPR-2025-15,Sprint 15,Marketplace,Architecture,Jane Doe,Drew Walker,Medium,Done,2,12,"FRONTEND, security",DEV,2025-07-26,2025-07-29,2025-08-09,2025-07-16,2025-07-29,2025-08-05 00:00:00
TASK-00539,refactor notification service,Technical Debt,Marketplace,SPR-2025-17,Sprint 17,Platform,Operations,Sam Wilson,Morgan Davis,Medium,Done,13,12,"Frontend, genai",DEV,2025-08-22,2025-08-25,2025-08-30,2025-08-13,2025-08-26,2025-08-28 00:00:00
TASK-00540,LOGIN ERROR,Story,Mobile App,SPR-2025-03,Sprint 3,Core,Engineering,Taylor Brown,Robin Clark,High,Done,3,2,"ux, etl, API",DEV,2025-02-02,2025-02-03,2025-02-12,2025-01-29,2025-02-11,2025-02-08 00:00:00
TASK-00541,Improve Search Performance,Task,Marketplace,SPR-2025-16,Sprint 16,Growth,Engineering,Alex Smith,Drew Walker,Low,To Do,13,40,ux,QA,2025-08-02,2025-08-02,,2025-07-30,2025-08-12,2025-08-10 00:00:00
TASK-00542,Optimize Database Query,Spike,Customer Portal,SPR-2025-14,Sprint 14,Marketplace,Engineering,Jane Doe,Morgan Davis,Low,In Progress,5,40,"data, frontend",DEV,2025-07-12,2025-07-14,,2025-07-02,2025-07-15,2025-07-17 00:00:00
TASK-00543,Optimize Database Query,Story,Mobile App,SPR-2025-16,Sprint 16,CX,Operations,Taylor Brown,Jamie White,Critical,Done,3,16,ux,DEV,2025-07-31,2025-08-01,2025-08-13,2025-07-30,2025-08-12,2025-08-15 00:00:00
TASK-00544,create usage dashboard,Bug,Customer Portal,SPR-2025-16,Sprint 16,Platform,Analytics,Alex Smith,Robin Clark,Low,In Progress,8,24,"frontend, etl, MOBILE",PROD,2025-07-31,2025-07-31,,2025-07-30,2025-08-12,2025-08-06 00:00:00
TASK-00545,Fix API Response Validation,Technical Debt,Customer Portal,SPR-2025-21,Sprint 21,Data,Architecture,Chris Lee,Morgan Davis,Medium,Done,13,40,performance,DEV,2025-10-08,2025-10-11,2025-10-20,2025-10-08,2025-10-21,2025-10-10 00:00:00
TASK-00546,BROKEN NAVIGATION MENU,Bug,Backoffice,SPR-2025-14,Sprint 14,CX,Product,John Doe,Avery Lewis,Low,Done,1,16h,"performance, backend",PROD,2025-07-10,2025-07-10,2025-07-16,2025-07-02,2025-07-15,2025-07-19 00:00:00
TASK-00547,Fix User Profile Update,Spike,Data Platform,SPR-2025-22,Sprint 22,Data,Analytics,John Doe,Avery Lewis,High,Done,13,4,"mobile, api",UAT,2025-10-31,2025-11-03,2025-11-14,2025-10-22,2025-11-04,2025-11-04 00:00:00
TASK-00548,improve mobile responsiveness,Spike,Customer Portal,SPR-2025-02,Sprint 2,Marketplace,Architecture,Taylor Brown,Jamie White,High,Done,5,12,"genai, ux",QA,2025-01-22,2025-01-25,2025-01-29,2025-01-15,2025-01-28,2025-01-28 00:00:00
TASK-00549,Add Audit Logging,Technical Debt,Customer Portal,SPR-2025-19,Sprint 19,Marketplace,Operations,Jordan Miller,Jamie White,High,Blocked,2,16,"PERFORMANCE, ux",PROD,2025-09-13,2025-09-15,,2025-09-10,2025-09-23,2025-09-13 00:00:00
TASK-00550,Review Access Permissions,Bug,Identity Service,SPR-2025-23,Sprint 23,Growth,Product,Jane Doe,Morgan Davis,Critical,Done,2,8,"api, genai, security",DEV,2025-11-08,2025-11-11,2025-11-23,2025-11-05,2025-11-18,2025-11-09 00:00:00
TASK-00551,Update Documentation,Bug,Backoffice,SPR-2025-11,Sprint 11,Data,Engineering,Alex Smith,Avery Lewis,High,Blocked,3,8,"genai, security",DEV,2025-05-22,2025-05-24,,2025-05-21,2025-06-03,2025-06-04 00:00:00
TASK-00552,Improve Search Performance,Task,Marketplace,SPR-2025-06,Sprint 6,CX,Architecture,Alex Smith,Avery Lewis,Medium,Done,1,4,"Ux, GENAI",DEV,2025-03-20,2025-03-23,2025-03-27,2025-03-12,2025-03-25,2025-04-04 00:00:00
TASK-00553,Fix API Response Validation,Bug,Data Platform,SPR-2025-22,Sprint 22,CX,Operations,John Doe,Drew Walker,High,Done,2,40,security,PROD,2025-10-31,2025-11-02,2025-11-08,2025-10-22,2025-11-04,2025-11-05 00:00:00
TASK-00554,Fix User Profile Update,Spike,Identity Service,SPR-2025-12,Sprint 12,Growth,Analytics,John Doe,Jamie White,medium,Done,2,8,"security, frontend",DEV,2025-06-08,2025-06-09,2025-06-10,2025-06-04,2025-06-17,2025-06-08 00:00:00
TASK-00555,User Session Timeout,Task,Backoffice,SPR-2025-10,Sprint 10,Data,Operations,Sam Wilson,Robin Clark,High,Blocked,3,16,"Ux, security",DEV,2025-05-13,2025-05-14,,2025-05-07,2025-05-20,2025-05-27 00:00:00
TASK-00556,Update Documentation,Bug,Identity Service,SPR-2025-22,Sprint 22,Growth,Analytics,Jane Doe,Jamie White,Low,Done,2,4,backend,PROD,2025-10-23,2025-10-25,2025-10-26,2025-10-22,2025-11-04,2025-11-02 00:00:00
TASK-00557,Fix API Response Validation,Spike,Backoffice,SPR-2025-22,Sprint 22,Marketplace,Engineering,Casey Johnson,Robin Clark,LOW,To Do,13,2,"Security, etl",DEV,2025-10-23,2025-10-23,,2025-10-22,2025-11-04,2025-11-06 00:00:00
TASK-00558,optimize database query,Task,Backoffice,SPR-2025-06,Sprint 6,Core,Architecture,Sam Wilson,Jamie White,Medium,To Do,13,4,"mobile, api",PROD,2025-03-20,2025-03-20,,2025-03-12,2025-03-25,2025-03-28 00:00:00
TASK-00559,Checkout Button Not Responding,Bug,Data Platform,SPR-2025-12,Sprint 12,CX,Analytics,Jane Doe,Drew Walker,low,Done,5,24h,"BACKEND, genai",UAT,2025-06-07,2025-06-07,2025-06-12,2025-06-04,2025-06-17,2025-06-17 00:00:00
TASK-00560,Refactor Notification Service,Spike,Customer Portal,SPR-2025-15,Sprint 15,Data,Operations,Jordan Miller,Morgan Davis,Medium,Done,2 pts,8,"security, ux",QA,2025-07-21,2025-07-24,2025-08-01,2025-07-16,2025-07-29,2025-07-31 00:00:00
TASK-00561,create usage dashboard,Story,Data Platform,SPR-2025-13,Sprint 13,CX,Analytics,Taylor Brown,Jamie White,Medium,DONE,1,4,frontend,PROD,2025-06-28,2025-06-29,2025-07-10,2025-06-18,2025-07-01,2025-07-13 00:00:00
TASK-00562,IMPROVE SEARCH PERFORMANCE,Story,Data Platform,SPR-2025-14,Sprint 14,Marketplace,Analytics,Jordan Miller,Drew Walker,High,Done,8,4,"mobile, ux",DEV,2025-07-08,2025-07-09,2025-07-15,2025-07-02,2025-07-15,2025-07-12 00:00:00
TASK-00563,Broken Navigation Menu,Spike,Data Platform,SPR-2025-17,Sprint 17,CX,Analytics,Chris Lee,Jamie White,critical,Done,5,4,"mobile, security",QA,2025-08-17,2025-08-19,2025-08-22,2025-08-13,2025-08-26,2025-08-27 00:00:00
TASK-00564,Fix User Profile Update,Technical Debt,Identity Service,SPR-2025-21,Sprint 21,Platform,Product,Casey Johnson,Avery Lewis,Low,Done,1,4,etl,QA,2025-10-17,2025-10-18,2025-10-22,2025-10-08,2025-10-21,2025-10-25 00:00:00
TASK-00565,Fix ETL Pipeline Failure,Story,Backoffice,SPR-2025-23,Sprint 23,CX,Product,Sam Wilson,Morgan Davis,High,done,8,4,"genai, security",QA,2025-11-07,2025-11-09,2025-11-13,2025-11-05,2025-11-18,2025-11-16 00:00:00
TASK-00566,Optimize Database Query,Technical Debt,Marketplace,SPR-2025-08,Sprint 8,Platform,Product,Sam Wilson,Avery Lewis,HIGH,Done,13,12h,"api, genai",UAT,2025-04-15,2025-04-18,2025-04-23,2025-04-09,2025-04-22,2025-04-21 00:00:00
TASK-00567,Refactor Notification Service,Task,Backoffice,SPR-2025-23,Sprint 23,Growth,Analytics,Chris Lee,Drew Walker,low,Testing,3,8,"ux, etl, frontend",DEV,2025-11-14,2025-11-17,,2025-11-05,2025-11-18,2025-11-15 00:00:00
TASK-00568,update documentation,Spike,Backoffice,SPR-2025-24,Sprint 24,Growth,Architecture,Jordan Miller,Avery Lewis,Medium,to do,2 pts,8,"backend, UX",QA,2025-11-21,2025-11-24,,2025-11-19,2025-12-02,2025-11-23 00:00:00
TASK-00569,Optimize Database Query,Story,Customer Portal,SPR-2025-07,Sprint 7,Data,Engineering,Chris Lee,Robin Clark,Low,In Progress,8 pts,24,GENAI,PROD,2025-04-02,2025-04-03,,2025-03-26,2025-04-08,2025-04-14 00:00:00
TASK-00570,Add Audit Logging,Spike,Customer Portal,SPR-2025-01,Sprint 1,Data,Architecture,John Doe,Drew Walker,Low,Done,1,16,"backend, security",UAT,2025-01-09,2025-01-11,2025-01-23,2025-01-01,2025-01-14,2025-01-17 00:00:00
TASK-00571,Update API Documentation,Technical Debt,Marketplace,SPR-2025-18,Sprint 18,Data,Engineering,Jane Doe,Morgan Davis,Medium,In Progress,3,24,genai,PROD,2025-09-01,2025-09-04,,2025-08-27,2025-09-09,2025-09-04 00:00:00
TASK-00572,Implement MFA Authentication,Story,Data Platform,SPR-2025-24,Sprint 24,Data,Operations,Jordan Miller,Robin Clark,High,Done,1,4,"MOBILE, ETL",PROD,2025-11-22,2025-11-23,2025-11-28,2025-11-19,2025-12-02,2025-12-04 00:00:00
TASK-00573,FIX ETL PIPELINE FAILURE,Story,Mobile App,SPR-2025-20,Sprint 20,Growth,Analytics,Taylor Brown,Jamie White,Low,Done,1,40h,"frontend, data",PROD,2025-09-26,2025-09-29,2025-10-10,2025-09-24,2025-10-07,2025-10-07 00:00:00
TASK-00574,Improve Search Performance,Technical Debt,Identity Service,SPR-2025-03,Sprint 3,CX,Analytics,Sam Wilson,Morgan Davis,High,Done,2,24,"FRONTEND, GENAI, api",PROD,2025-02-02,2025-02-05,2025-02-06,2025-01-29,2025-02-11,2025-02-04 00:00:00
TASK-00575,LOGIN ERROR,Task,Identity Service,SPR-2025-24,Sprint 24,Platform,Operations,Taylor Brown,Robin Clark,Critical,To Do,5,2,backend,DEV,2025-11-21,2025-11-22,,2025-11-19,2025-12-02,2025-11-29 00:00:00
TASK-00576,Review Access Permissions,Technical Debt,Customer Portal,SPR-2025-07,Sprint 7,Platform,Analytics,Alex Smith,Robin Clark,Critical,Done,13,4,"FRONTEND, data, security",UAT,2025-03-29,2025-04-01,2025-04-02,2025-03-26,2025-04-08,2025-04-11 00:00:00
TASK-00577,Update Documentation,Spike,Backoffice,SPR-2025-06,Sprint 6,Marketplace,Engineering,John Doe,Robin Clark,Critical,Done,5,12h,"api, security",QA,2025-03-21,2025-03-24,2025-03-29,2025-03-12,2025-03-25,2025-03-31 00:00:00
TASK-00578,improve mobile responsiveness,Story,Identity Service,SPR-2025-18,Sprint 18,Data,Analytics,Casey Johnson,Morgan Davis,Critical,Done,8,16,data,UAT,2025-09-06,2025-09-07,2025-09-11,2025-08-27,2025-09-09,2025-09-17 00:00:00
TASK-00579,Add Audit Logging,Technical Debt,Mobile App,SPR-2025-18,Sprint 18,Core,Engineering,Jane Doe,Robin Clark,Low,In Progress,13,40,frontend,QA,2025-09-02,2025-09-05,,2025-08-27,2025-09-09,2025-09-14 00:00:00
TASK-00580,LOGIN ERROR,Spike,Mobile App,SPR-2025-10,Sprint 10,Marketplace,Architecture,Sam Wilson,Robin Clark,Low,Blocked,13 pts,8,ux,PROD,2025-05-10,2025-05-10,,2025-05-07,2025-05-20,2025-05-21 00:00:00
TASK-00581,Update API Documentation,Technical Debt,Backoffice,SPR-2025-07,Sprint 7,Platform,Operations,John Doe,Avery Lewis,Critical,Done,5,2,"ux, etl",DEV,2025-03-30,2025-04-02,2025-04-13,2025-03-26,2025-04-08,2025-04-14 00:00:00
TASK-00582,Improve Search Performance,Bug,Backoffice,SPR-2025-03,Sprint 3,Core,Product,Alex Smith,Avery Lewis,High,done,5 pts,8,"GENAI, mobile, ux",UAT,2025-02-05,2025-02-07,2025-02-19,2025-01-29,2025-02-11,2025-02-17 00:00:00
TASK-00583,Create Monitoring Alerts,Bug,Customer Portal,SPR-2025-18,Sprint 18,Core,Operations,Taylor Brown,Morgan Davis,Critical,Testing,2 pts,16,api,PROD,2025-09-06,2025-09-06,,2025-08-27,2025-09-09,2025-09-11 00:00:00
TASK-00584,Review Access Permissions,Technical Debt,Backoffice,SPR-2025-13,Sprint 13,Growth,Operations,Casey Johnson,Robin Clark,Medium,In Progress,13,2,api,PROD,2025-06-18,2025-06-20,,2025-06-18,2025-07-01,2025-06-18 00:00:00
TASK-00585,User Session Timeout,Bug,Mobile App,SPR-2025-23,Sprint 23,Data,Product,Alex Smith,Jamie White,critical,Done,1,24,"etl, mobile",PROD,2025-11-13,2025-11-15,2025-11-23,2025-11-05,2025-11-18,2025-11-24 00:00:00
TASK-00586,Create Usage Dashboard,Task,Backoffice,SPR-2025-18,Sprint 18,CX,Product,Sam Wilson,Jamie White,Low,To Do,2,8,"UX, frontend, Security",UAT,2025-08-31,2025-09-03,,2025-08-27,2025-09-09,2025-09-07 00:00:00
TASK-00587,Improve Search Performance,Bug,Backoffice,SPR-2025-16,Sprint 16,Data,Engineering,Jordan Miller,Robin Clark,Low,Done,2,4,genai,QA,2025-08-02,2025-08-03,2025-08-07,2025-07-30,2025-08-12,2025-08-10 00:00:00
TASK-00588,IMPROVE MOBILE RESPONSIVENESS,Technical Debt,Marketplace,SPR-2025-14,Sprint 14,Marketplace,Engineering,Taylor Brown,Drew Walker,High,To Do,8,4,genai,UAT,2025-07-02,2025-07-05,,2025-07-02,2025-07-15,2025-07-17 00:00:00
TASK-00589,Update Documentation,Spike,Backoffice,SPR-2025-03,Sprint 3,Core,Operations,Alex Smith,Avery Lewis,Low,Done,5,24,"data, etl",UAT,2025-02-04,2025-02-04,2025-02-16,2025-01-29,2025-02-11,2025-02-06 00:00:00
TASK-00590,Optimize Database Query,Task,Backoffice,SPR-2025-23,Sprint 23,Marketplace,Operations,Sam Wilson,Robin Clark,High,Done,8,8,"mobile, performance",PROD,2025-11-12,2025-11-14,2025-11-16,2025-11-05,2025-11-18,2025-11-18 00:00:00
TASK-00591,Improve Error Handling,Task,Customer Portal,SPR-2025-20,Sprint 20,Marketplace,Operations,Chris Lee,Jamie White,Medium,In Progress,8,2,"mobile, performance",PROD,2025-09-26,2025-09-28,,2025-09-24,2025-10-07,2025-10-11 00:00:00
TASK-00592,Fix API Response Validation,Task,Backoffice,SPR-2025-23,Sprint 23,CX,Operations,Taylor Brown,Robin Clark,Critical,Done,5 pts,4,"genai, performance",DEV,2025-11-09,2025-11-12,2025-11-22,2025-11-05,2025-11-18,2025-11-22 00:00:00
TASK-00593,Update Documentation,Story,Mobile App,SPR-2025-21,Sprint 21,Marketplace,Architecture,John Doe,Morgan Davis,High,Done,1 pts,2,"etl, data, api",DEV,2025-10-15,2025-10-15,2025-10-17,2025-10-08,2025-10-21,2025-10-25 00:00:00
TASK-00594,Update API Documentation,Technical Debt,Mobile App,SPR-2025-20,Sprint 20,Data,Product,Sam Wilson,Avery Lewis,High,Done,3,4h,"security, mobile, api",DEV,2025-09-28,2025-09-30,2025-10-10,2025-09-24,2025-10-07,2025-10-01 00:00:00
TASK-00595,Create Usage Dashboard,Spike,Marketplace,SPR-2025-08,Sprint 8,Data,Operations,Jordan Miller,Morgan Davis,High,In Progress,2,12,"ux, genai, mobile",UAT,2025-04-15,2025-04-16,,2025-04-09,2025-04-22,2025-04-21 00:00:00
TASK-00596,Login Error,Story,Identity Service,SPR-2025-22,Sprint 22,Platform,Engineering,Jordan Miller,Drew Walker,Critical,Done,8,4,"ux, api, performance",PROD,2025-10-29,2025-11-01,2025-11-07,2025-10-22,2025-11-04,2025-10-29 00:00:00
TASK-00597,Login Error,Task,Data Platform,SPR-2025-22,Sprint 22,Core,Engineering,Alex Smith,Jamie White,High,done,1,24,"backend, ux",QA,2025-10-31,2025-11-01,2025-11-13,2025-10-22,2025-11-04,2025-11-01 00:00:00
TASK-00598,Fix API Response Validation,Story,Customer Portal,SPR-2025-13,Sprint 13,Core,Analytics,Alex Smith,Drew Walker,Low,done,8,12,ux,DEV,2025-06-23,2025-06-23,2025-06-26,2025-06-18,2025-07-01,2025-06-30 00:00:00
TASK-00599,Create Usage Dashboard,Spike,Backoffice,SPR-2025-03,Sprint 3,Platform,Engineering,Alex Smith,Drew Walker,Critical,Done,2,40,"backend, performance, etl",QA,2025-02-07,2025-02-07,2025-02-19,2025-01-29,2025-02-11,2025-02-14 00:00:00
TASK-00600,Create Monitoring Alerts,Technical Debt,Data Platform,SPR-2025-01,Sprint 1,Core,Engineering,Casey Johnson,Jamie White,Low,Done,2 pts,4,performance,DEV,2025-01-06,2025-01-07,2025-01-08,2025-01-01,2025-01-14,2025-01-13 00:00:00
